"trace_id","activities","owner","income","g"
"69","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"69","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"70","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"70","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"70","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"71","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"71","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"71","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"71","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"71","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"72","activity_02","yes","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"72","activity_03","yes","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"72","activity_01","yes","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"72","activity_01","yes","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"72","activity_01","yes","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"73","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"73","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"73","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"73","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"73","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"74","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"74","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"74","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"74","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"74","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"75","activity_04","no","middle","activity_04__+__activity_03__+__activity_01"
"75","activity_03","no","middle","activity_04__+__activity_03__+__activity_01"
"75","activity_01","no","middle","activity_04__+__activity_03__+__activity_01"
"76","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"76","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"76","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"76","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"76","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"77","noise_1","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"77","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"77","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"77","activity_04","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"77","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"77","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"77","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"78","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"78","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"78","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"78","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"78","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"79","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"79","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"79","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"79","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"79","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"80","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"80","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"80","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"80","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"80","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"81","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"81","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"81","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"81","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"81","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"82","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"82","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"82","noise_1","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"82","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"82","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"82","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"83","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"83","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"83","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"83","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"83","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"84","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"84","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"84","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"84","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"84","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"85","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"85","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"85","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"85","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"85","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"86","activity_03","no","low","activity_04__+__activity_03__+__activity_01"
"86","activity_01","no","low","activity_04__+__activity_03__+__activity_01"
"86","activity_04","no","low","activity_04__+__activity_03__+__activity_01"
"86","activity_01","no","low","activity_04__+__activity_03__+__activity_01"
"87","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"87","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"87","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"87","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"87","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"88","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"88","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"88","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"88","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"89","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"89","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"89","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"89","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"89","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"90","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"90","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"90","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"90","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"90","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"91","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"91","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"91","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"91","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"91","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"92","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"92","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"92","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"92","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"92","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"93","activity_02","yes","low","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"93","activity_03","yes","low","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"93","activity_01","yes","low","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"93","activity_01","yes","low","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"93","activity_01","yes","low","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"94","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"94","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"94","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"94","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"94","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"95","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"95","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"95","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"95","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"95","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"96","activity_02","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"96","activity_03","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"96","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"96","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"96","activity_01","no","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"97","activity_02","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"97","activity_03","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"97","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"97","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"97","activity_01","yes","high","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"98","activity_01","no","middle","activity_01__+__activity_01__+__activity_02"
"98","activity_04","no","middle","activity_01__+__activity_01__+__activity_02"
"98","activity_02","no","middle","activity_01__+__activity_01__+__activity_02"
"99","activity_02","no","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"99","activity_03","no","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"99","activity_01","no","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
"99","activity_01","no","middle","activity_02__+__activity_03__+__activity_01__+__activity_01__+__activity_01"
