"trace_id","activities","owner","age","car_owner","income","g"
"69","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"69","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"70","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"70","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"70","noise_0","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"71","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"71","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"71","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"71","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"72","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"72","activity_01","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"72","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"73","activity_03","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"73","activity_02","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"73","activity_01","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"73","activity_04","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"74","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"74","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"74","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"74","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"75","activity_04","no","40-59yo","no","low","activity_04__+__activity_01__+__activity_04"
"75","activity_01","no","40-59yo","no","low","activity_04__+__activity_01__+__activity_04"
"75","activity_04","no","40-59yo","no","low","activity_04__+__activity_01__+__activity_04"
"76","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"76","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"76","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"76","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"77","activity_04","no","60-79yo","yes","middle","activity_04__+__activity_01__+__activity_04"
"77","activity_04","no","60-79yo","yes","middle","activity_04__+__activity_01__+__activity_04"
"78","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"78","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"78","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"78","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"79","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"79","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"79","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"79","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"80","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"80","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"80","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"80","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"81","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"81","activity_03","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"81","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"81","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"82","activity_04","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"82","activity_03","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"82","activity_01","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"82","activity_08","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"82","activity_07","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"83","activity_09","yes","40-59yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"83","activity_01","yes","40-59yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"83","activity_04","yes","40-59yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"83","activity_04","yes","40-59yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"84","activity_09","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"84","activity_01","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"84","activity_04","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"84","activity_04","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"85","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"85","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"85","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"85","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"86","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"86","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"86","noise_1","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"86","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"87","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"87","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"87","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"88","activity_09","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"88","activity_06","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"88","activity_01","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"88","activity_04","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"88","activity_04","no","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","noise_0","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"90","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"90","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"90","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"90","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"91","activity_09","no","0-19yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"91","activity_01","no","0-19yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"91","activity_04","no","0-19yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"91","activity_04","no","0-19yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"92","activity_09","yes","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"92","activity_01","yes","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"92","activity_04","yes","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"93","activity_04","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"93","activity_01","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"93","activity_03","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"93","activity_08","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"93","activity_07","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"93","activity_06","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"94","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"94","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_09","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","noise_2","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_07","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_04","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_04","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_01","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"96","activity_04","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"96","activity_01","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"96","activity_03","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"96","activity_08","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"96","activity_07","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"96","activity_06","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"97","activity_09","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"97","activity_01","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"97","activity_04","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"97","activity_04","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"98","activity_09","no","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"98","activity_01","no","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"98","activity_04","no","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"98","activity_04","no","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"99","activity_03","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"99","activity_02","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"99","activity_01","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"99","activity_04","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
