"trace_id","activities","owner","age","car_owner","income","g"
"69","activity_01","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"69","activity_03","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"69","activity_08","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"69","activity_07","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"69","activity_06","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"70","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"70","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"70","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"71","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"71","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"71","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"72","activity_09","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"72","activity_01","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"72","activity_04","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"72","activity_08","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"72","activity_04","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"73","activity_09","yes","0-19yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"73","activity_01","yes","0-19yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"73","activity_04","yes","0-19yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"73","activity_04","yes","0-19yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"74","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"74","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"74","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"74","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"75","noise_4","no","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"75","activity_04","no","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"75","activity_04","no","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"76","activity_09","no","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"76","activity_01","no","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"76","activity_04","no","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"76","activity_04","no","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"77","activity_10","yes","20-39yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"77","activity_01","yes","20-39yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"77","activity_09","yes","20-39yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"77","activity_04","yes","20-39yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"78","activity_04","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"78","activity_01","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"78","activity_03","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"78","activity_08","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"78","activity_07","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"78","activity_06","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"79","activity_03","yes","60-79yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"79","activity_02","yes","60-79yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"79","activity_01","yes","60-79yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"79","activity_04","yes","60-79yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"80","activity_09","yes","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"80","activity_01","yes","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"80","activity_04","yes","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"80","activity_04","yes","60-79yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"81","activity_03","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"81","activity_10","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"81","activity_11","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"81","activity_06","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"82","activity_04","yes","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"82","activity_01","yes","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"83","activity_04","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"83","activity_06","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"83","activity_01","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"83","activity_08","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"84","activity_04","no","60-79yo","no","high","activity_04__+__activity_01__+__activity_04"
"84","activity_01","no","60-79yo","no","high","activity_04__+__activity_01__+__activity_04"
"84","activity_04","no","60-79yo","no","high","activity_04__+__activity_01__+__activity_04"
"85","activity_09","yes","60-79yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"85","activity_01","yes","60-79yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"85","activity_04","yes","60-79yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"85","activity_04","yes","60-79yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"86","noise_0","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"86","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"86","activity_11","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"86","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"87","activity_03","no","80yo+","no","middle","activity_03__+__activity_10__+__activity_06__+__activity_11"
"87","activity_10","no","80yo+","no","middle","activity_03__+__activity_10__+__activity_06__+__activity_11"
"88","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"88","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"88","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","activity_01","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","activity_09","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","noise_2","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","activity_01","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"89","activity_04","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"90","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"90","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"90","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"91","activity_09","yes","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"91","activity_01","yes","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"91","activity_04","yes","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"91","activity_04","yes","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"92","activity_01","no","20-39yo","yes","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"92","activity_08","no","20-39yo","yes","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"92","activity_08","no","20-39yo","yes","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"92","activity_06","no","20-39yo","yes","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"92","activity_03","no","20-39yo","yes","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"93","activity_09","yes","40-59yo","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"93","activity_01","yes","40-59yo","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"93","activity_04","yes","40-59yo","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"93","activity_04","yes","40-59yo","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"94","activity_01","yes","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"94","activity_04","yes","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"94","activity_10","yes","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"94","activity_04","yes","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"95","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"96","activity_03","no","80yo+","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"96","activity_02","no","80yo+","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"96","activity_01","no","80yo+","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"96","activity_04","no","80yo+","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"97","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"97","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"98","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"98","noise_1","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"98","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"98","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"99","activity_01","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"99","activity_01","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"99","activity_03","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"99","activity_08","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"99","activity_02","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"99","activity_07","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"99","activity_06","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
